comment,label
นึกว่าทำสวยแล้วจะฉลาด แต่ฉลาดน้อยไปนิด,0
มันก็เลวอีกคน,1
ลูกไม้หล่นไม่ไกลต้น,0
เขาเรียก โพสต์ไม่คิด,0
หน้าแหกมั้ง เลยลบ,0
นักข่าวไม่เป็นกลาง ไปอยู่ค่ายไหนเจ๋งทุกข่าย,0
คนลักษณะแบบนี้บอกได้เลยครับว่า หน้าไหว้ หลังหลอก,0
นางหมดอนาคตไปนานแล้วคนแบบนี้,0
คนชั่วก็คือคนชั่ว,1
ความเป็นคนเช่นไรไม่เคยเปลี่ยนแปลงได้  จะคงอยู่ในสันดานของบุคคลผู้นั้น,0
คนประเภทนี้ไม่ควรได้รับโอกาสให้มีที่ยืนในสังคม,0
ปากเสียแบบนี้ต้องดำเนินคดีให้ถึงที่สุด หยาบคาย กร่าง นิสัยเสีย,1
ไม่แปลกใจทำไมมีแต่คนเกลียด,0
ปากปลาร้า ปากดีจนเกือบจะเข้าคุก,1
คนดีชอบแก้ไข คนจัญไร ชอบแก้ตัว,1
คงไม่ได้สำนึกผิดหรอก,0
มันเกิดจาก สันดาน ที่ลึกถึงกระดูก ไม่สามารถเปลี่ยนได้แล้ว,0
สำนึกผิด รู้เท่าไม่ถึงการณ์ ,0
เป็นไงละเห็นกรรมหรือยัง สนุกปากดีนัก,0
เห็นหน้าก็ตกใจทุกที,0
หน้าตา  พอๆ กับนิสัย  พอๆ  กับบุคลิกภาพนาง  ,1
ขอโทษเพื่อให้จบ แต่สำนึกยังคงเดิม,0
ฝ่ายกฏหมายควรลากคอมาทุกคน ถ้าจะขอโทษควรอัดคลิปและนำมาเปิดให้ประชาชนเห็น,0
ไปถึงทางตันก็อ้างรู้เท่าไม่ถึงการถ้าเป็นคดีขึ้นมาก็อ้างสิ่งนี้,0
ถ้าไม่เด็ดขาด ต่อไปใครมันจะกลัวกฎหมาย เฮ้อ เหนื่อยใจจัง,0
ถ้าเป็นแบบนี้วันหลังไม่ควรไปแจ้งความดำเนินคดี มันเสียเวลาทำงานของตำรวจเขา,0
ปากกล้า ขาสั่น คนแบบนี้จัดให้,0
หน้าตามันบ่งบอกว่าอีนี่เหี้ยสุดๆ,1
กฏหมายอ่อนแอเกิน,0
ตั้งใจทำงาน ทำมาหากินของตัว,0
ช่วยกันทำให้บ้านเมืองสงบ ลดความขัดแย้งกันเองในชาติ,9
รักชาติ รักบ้านเมืองเป็นน้ำหนึ่งใจเดียว เพราะเป็นบ้านของเรา,0
สวยตรงใหน,1
สามกีบมันก็ด่าสนุกปากละทีนี้,1
ผมว่าว่าใจอ่อนไปน่าจะทำตามกฎหมายให้ถึงที่สุด โดนเขาแขวะก็ต้องรับผลที่เราปล่อยเขาง่ายไปครับ,0
ไม่ควรให้อภัยนะ ไม่สำนึกแน่ๆ น่าจะเอาเข้าคุก,0
ไม่ต้องยกโทษ ไม่ต้องให้อภัย เพราะเขาเป็นคนรู้เท่าถึงการณ์อยู่แล้ว,0
เป็นกำลังใจให้เสมอค่ะ,0
คนพวกนี้ไม่มีคำว่า สำนึก ต้องใช้กฏหมายให้ถึงที่สุด,0
การให้อภัยเพื่อนมนุษย์ดีที่สุดถึงแม้จะไม่ได้รับความจริงใจกลับมาแต่ใจของผู้ให้อภัยเป็นสุขก็พอแล้ว,0
ดูหน้าตาเขาก็แล้วกัน เห็นแล้วขนลุกไม่กล้าคุยด้วยใกล้ๆ,0
สุดท้ายก็ปากกล้าขาสั่น ,0
ต้องว่ากันไปตามกฎหมายผิดถูกก็ไปแก้ข้อกล่าวหากันที่ศาลครับ,0
สู้ให้ถึงที่สุด 555 พูดอย่างยิ่งใหญ่  ตอนขอโทษ ค่อยค่อยพูด เหมือนที่เจ้าตัวเคยด่าผู้อื่น,0
ต้องฟ้องให้ชดใช้ ,0
คุกยังมีพื้นที่ว่าง,0
วิจารณ์นายกได้ถ้าเป็นเรื่องจริง ไม่ใช่สร้างเรื่องโกหก,0
เดี๋ยวก็ไหว้สวย รู้เท่าไม่ถึงการณ์อีกหรอก555555,0
คนอย่างนี้ไม่มีสำนึกหรอกเเค่ไม่อยากติดคุก,0
คนแก่งรู้เท่าไม่ถึงการณ์,0
คนดีชอบแก้ไข คนจัญไรชอบแก้ตัว อย่าให้มีที่ยืนอยู่ในสังคมถึงจะดี,1
อย่างนี้เขาเรียกว่ากล้าเลียน้ำลายตัวเองครับ,1
อิน้ำเน่า,1
ต้องขังสถานเดียวคนแบบนี้อย่าอภัยให้,0
เดี๋ยวก็มีคนยื่นหลักฐานเพิ่มเติม,0
คนแบบนี้ จะคิดแต่เรื่องผลประโยชน์มาก่อนเสมอ ปริ้นปร้อน คำพูดเชื่อถือมิได้ อย่าไว้ใจคนแบบนี้,0
ไม่น่าให้อภัย คนอย่างนี้ไม่สำนึกหรอก น่าจัดเต็มให้ไปด่าในคุก,0
ส่งศาลฟ้องดีที่สุด ให้เป็นไปตามกฏหมายดีที่สุด,0
แค่ดูหน้ามันก้อรู้แล้วคนอย่างนี้ไม่มีทางสำนึกผิดแค่สตอเอาตัวรอด,1
ดูรูปร่างหน้าตาแล้วไม่เชื่อว่าจะกลับตัวเป็นคนดี  สำเนียงส่อภาษา  กิริยาส่อสกุล,1
เก่งแต่ปาก เก่งแต่ในรูดาก,1
หน้าตามันอสุรกายชัดๆ,0
เอาให้หนักสำนึกผิดก็ไม่ผิดก็ดีสิครับ,0
คนแบบนี้มันต้องจัดให้หนักนะ,0
ต่อไปมันจะเข็ดหลาบได้อย่างไร  โอกาสมันควรมีไว้สำหรับคนทำผิด ดัวยการพลั้งเผลอ ควรงดให้โอกาสแกคน ทำผิดโดยสันดาน,0
ไม่ยอมรับผิดแล้วเสียค่าปรับทำไมไม่สู้คดีละ,0
เราว่าอยู่ในสายเลือดไปแล้ว แก้ยังไงก็ไม่หาย พ่อแม่เราใครมาดูถูก เรายังแค้นและเสียใจ  นี่คุณว่าด่าคนหลายๆคนขนาดนี้ บาปกรรมมันจะตอบสนองคุณจำคำเราไว้,0
ตอนด่า ด่าออกสื่อ  ตอนสำนึกผิด ออกทะเลเงียบๆ,0
แจ้งจับพวกยายป้าเป้าด้วยด่านายกแทบทุกวันด่าหยาบคาบมากๆ,0
ไม่สำนึกหรอก  ,0
กาคือกา หงษ์คือหงษ์ กรวดหรือจะสู้เพชรได้,0
ควรดำเนินคดีให้ถึงที่สุด อย่ายอมความ เพื่อเป็นเคสตัวอย่าง,0
ด่าคนอื่นได้ ถ้าคนอื่นด่าพ่อแม่มันบ้างจะรู้สึกบ้างไหม,0
หมดคนหนุนหลัง ถ้ามีคนหนุนหลัง อย่าหวังจะสำนึก,0
เจ้านายไม่คุ้มกะลาหัวแล้วถึงเอามาอ้างรู้เท่าไม่ถึงการ,0
ทั้งนี้ทั้งนั้นมันอยู่ผู้กระทำคุณจะอยู่ในสังคมอย่าง อย่ามั่นใจอะไรให้มันเกินร้อยพอผิดพลาดมันก็เจ็บอย่างนี้แหละ ยังอายุน้อยไม่สายที่จะกลับตัว,0
นึกอยู่แล้ว ว่าต้องเป็นแบบนี้,0
ฉันจ่ายภาษีทุกปี อยู่เย็นเป็นสุขดี ประเทศไทยของฉัน,0
บางคนเขาแยกกันไม่ออกหรือไร? การวิจารณ์ กับ การด่า มันมีส่วนต่างกันอย่างมากมายอยู่นะ,0
ทำใมปรับถูกแท้มันก็แกล้งสำนึก,0
นางงามมารยาทตลาดสด!กริยาวาจาสลัมจริงๆ,1
สันดานขุดไม่ได้ สันดอนขุดได้ ฉันใดก็ฉันนั้น,1
สำนึกผิด หรือไม่ ไม่ทราบ อยู่ที่ตัวเขาเอง เวลาเป็นเครื่องพิสูจน์,0
คนอยาดังแต่ดังทางที่ผิดๆก็ไม่ถูกนะ,0
คนแบบนี้เก่งไม่จริง และไม่มีใครเขาเอาด้วยกลัวตายเดี่ยว,0
สวยตรงไหน,1
สยองจัง,1
"ยังใช้คำหยาบคาย  ดำเนินคดีให้ถึงที่สุด""",0
หมิ่นอีกครั้งเอาเข้าคุก,0
ดูหน้าตาเขาด่า ปากกว้างอยุ่แล้วยิ่งกว้างไปถึงหู  ไม่ต้องให้อภัย คนแบบนี้ แค่เลี่ยง ไม่เชื่อว่ามาจากใจจริงหลังชนฝาแค่เอาตัวรอด,0
ประเทศไทยมีกฎหมายนะจ๊ะรู้ยัง,0
มีโอกาสแล้วยังไม่สำนึก พลาดมาคราวนี้เขาคงไม่ให้อภัยแล้ว,0
อย่าให้ราคาคนอบบนี้คงไม่มีคนคบหรอกคงหาความจริงใจยากใครคบ,0
ช่วยทำให้เป็นตัวอย่าง พวกหยาบคาย พูดยุแยงสร้างความเกลียดชัง อีกอย่างเลิกได้จริงหรือ พฤติกรรมแบบนี้ น่ากลัวจริงๆ,0
เชื่อเหรอว่าน้ำเน่าจะสำนึกผิดจริง ขนาดความหมายของคำว่าติเตียนกับคำว่าด่านางยังแยกไม่ออกเลย,0
เกิน รักษา อาการหนักแล้ว,0
สันดานมันฝังลึก จะให้เปลี่ยนง่ายๆคงยาก,1
น่าจะให้ทำคลิปขอโทษด้วยนะ เวลาด่านี่หน้าลอยไปมา,0
ถอดแจ้งความมันทำใม  พวกแบบนี้  ต้องเอาให้หนัก,0
กราบอย่างงาม555,0
คุกอย่างเดียว,0
หนังหน้าแบบนี้ ไม่มีทางสะกดคำว่าสำนึกผิดเป็นหรอก มีแต่ดันทุรังไปหน้าว่าข้าถูก,1
คิดไม่ได้ไม่ต้องขอโทษหรอก เข้าป่าไปเถอะ,0
ไปให้สุดสิคนเก่ง,0
การด่ากับวิจารณ์ ภาษามันต่างกัน คนแก่ไม่มีการศึกษายังรู้,0
ต้องดำเนินการทางกฏหมายอย่างจริงจังครับ ,0
สภาพ,0
ความเลวอยู่ในสารดาน และหน้าตาผญ.คนนี้,1
ปากมันไม่มีหูรูด ถ้าหากทำอีกไม่มีการยอมความเอาให้ชัดจัดหนักไปเลย,1
พวกนี้ถ้าเอาจริงขาสั่น,0
หายไปไหนแล้ว ปากดีนัก ,1
แน่จริงก็ทำงานให้เก่งเหมือนปาก,1
หวังหาสำนึกคงยากครับ คนแบบนี้ รอธรณีสูบ เท่านั้น,0
555555 รู้เท่าไม่ถึงการตลกจริงๆดูกันนะ,0
ความชั่วมันเข้าไปในเส้นเลือดละแก้ไขยากคนแบบนี้,1
ไม่สำนึกจริงอย่างที่ปากแพล่ม จัดต่อๆเลยค่ะ,1
ด่าไปเถอะลุงทนได้5555,0
เก่งหน้าจอ,0
 กริยา อาการ น้ำเสียง การแสดงออก  นี่นะหรือตัวแทนหญิงไทยที่พวกคุณเลือกเข้ามา,0
ปรับมันสักห้าล้านแล้วค่อยยกโทษให้,0
แก้ผ้าเอาหน้ารอดใช้ได้เสมอ,0
หัวเป็นอย่างไร หางเป็นอย่างนั้น ลูกพี่เป็นอย่างไร ลูกน้องเป็นอย่างนั้น,0
บอกแล้วว่ามันไม่สำนึกจริง  แค่กลัวความผิดเท่านั้น ให้อภัยเดี๋ยวมันก็ทำอีก เชื่อเหอะ,0
นางใช่คนไทยปะหน้าเหมือนคนบ๋องๆบวมๆเป็นนางงามได้มายังไง,1
อย่าไปหลงเชื่อคนแบบนี้เลย สำเนียงส่อภาษา กิริยาส่อสกุล ไม่มีทางสำนึกได้หรอก เห็นตอนมันด่าคนไปทั่วแล้ว บอกเลยไม่มีทางสำนึกจริงแน่นอน,1
เป็นผู้หญิงที่อัปลักษณ์ที่สุดที่ผมเคยเห็นมา,1
สัตว์บางตัวก็เกิดมาเป็นแค่ปรสิตค่ะ,1
ตามหาคนหาย,0
หมิ่นผู้นำประเทศจ่ายค่าปรับ2000 ,0
แจ้งดำเนินคดีอีก,0
สยอง 555555 ขยะแท้ๆ,1
สำนึกผิดเพราะหมาย คงจะช้าไป ถ้ายังแยกไม่ออกว่าอะไรคือวิพากษ์วิจารณ์ อะไรคือด่าทอ อะไรคือใสร้าย อาจจะโดนอีกหลายหมาย,1
ทำไมดูสยองขนาดนี้,1
ไหว้ ขอโทษ รู้เท่าไม่ถึงการ ยังใช้ใด้เสมอ,0
ไม่หน้าให้อภัย คนพวกนี้ไม่มีทางสำนึก,0
ไม่เชื่อคอยดู,0
เด็กแถวบ้านสวยกว่ามันตั้งเยอะ,1
มันง่ายไปเปล่าเวลาพูดจาหยาบคาย   คำว่ารู้เท่าไม่ถึงกาลเด็กๆเขาพูดกันพูดมาขอโทษแบบไม่จริงใจ,0
อีนี่จะสำนึกได้หรือ ,1
เป็นนางงามที่น่าเกลียดที่สุดทั้งหน้าตาและกิริยา,1
เรื่องงานด่ากันได้แต่อย่าให้มันหยาบคาย ว่ากันเรื่องงานอย่างเดียวตำหนิกันได้ แต่เอาแต่เรื่องจริงๆนะ,1
น่าจะเริ่มรู้สึกตัว แต่ มันคงไม่ทันแล้วแหละ,1
คำพูดของคุณไม่ใช่วิจารณ์คับ,0
ดีจังสองพันก็ด่านายกได้ถูกชิบหายเลย,0
คนแบบนี้ทําอะไรก็ไม่เจริญก้าวหน้า,0
รอวันโดนเท,0
ก็อยากให้อภัยเขาเอง,0
ผิดหวังสามกีบจัดๆ ไปไม่สุด,1
เป็นไงล่ะไอ้พวกสามกีบ,1
ไม่ต้องขอโทษหรอก รอไปศาลที่เดียวเลย,0
เสียดายกฏหมาย ทำอะไรไม่ได้มาก ,0
หมดสภาพ ,0
นางมารร้าย,1
คนแบบนี้ไม่เจริญหรอก,0
บอกได้คำเดียว หมดอนาคต,0
พวกนี้ไม่เห็นโลงศพไม่หลั่งน้ำตา,0
ไม่รู้จัก555,0
ดูหน้าแล้วคนแบบนี้ไม่สำนึกจริงหรอก ก่อนตายจะสำนึกบ้างหรือเปล่าสิ  โตมายังไง หยาบคายขายตัวเองได้บ่อยๆ แบบนี้มันนิสัยถาวรแล้ว,1
อันนี้ไม่ใช่วิจารณ์ อันนี้เรียกด่า และหมิ่นนะ,0
เวลาด่าคนอื่น ลอยหน้า ลอยตา ถึงจุดยกมือไหว้ มันไม่ใช่นะ,0
หมามันเคยกินขี้ มันอดใจไว้ไม่ไหวหรอกครับ,0
โบราณว่า หมาเห่ามันจะไม่กัด,0
สวัสดีคะ,0
คุณวิจารณ์ได้แต่อย่าหมิ่นคนอื่น ถ้าคนอื่นหมิ่นตนบ้างจะรับได้ไหมละ,0
สำนึกดี อยู่ในคนดีนะจ้ะ,0
กูละเบื่อ พวกรู้เท่าไม่ถึงกาล,0
สำนึกผิดแล้วให้อภัยเท่ากับได้ด่าฟรี,0
ไม่สามารถนำกลับมาใช้ประโยชน์อะไรได้เลย,0
น้องเขาพูดจริงหรือเท็จ,0
มาขอโทษทีหลังได้เหรอ,0
ไม่มีทางเจริญได้แน่คนๆนี้ จิตใจต่ำตมจมดินจริงๆ ขุดความดีไม่ขึ้น ,1
ไม่นึกว่าจะเป็นคนแบบนี้ ความงามที่สูญเปล่า,1
หิวแสงนะ,1
ใจทราม จิตใจสกปรก,1
ต้องจิตใจทรามเป็นพื้นฐานก่อน,1
จิตใจตกต่ำมากคิดได้งัยนี่,1
น่าเสียดาย,0
ใจทรามจริงๆคิดใด้แค่เนี้ย,1
สมเพช,1
จิตใจตกต่ำ เหมือนบัวในโคลนตม,1
ข้างนอกสุกใสข้างในมีโพรง ,0
ผู้หญิงอำมหิต น่าสมเพช ,1
ขาดความอบอุ่นในครอบครัวมาตั้งแต่กำเนิดมันถึงมีคงามคิดต่ำตมแบบนี้,1
ถ้ามันไม่เลวทรามต่ำช้าจริงๆ มันไม่กล้าทวิตแบบนี้หรอก,1
ไม่เคยชอบคนนี้เเละไม่ได้เกลียด ,0
จิตใจโคตรสกปรกจริงๆ,1
งามทั้งกายและใจ,0
ไฟกำลังเผาตัวเขาเองน่าสงสารจัง,0
แย่มาก,1
มีแต่กะโหลก แต่ไม่มีรอยหยักในสมอง,1
เสรีภาพมันถึงมากมายจนลืมความถูกต้อง,0
อีสถุนใจต่ำทรามอีชาติชั่ว,1
ทำไมเธอถึงมีความคิดชั่วร้ายอย่างนี้ ระวังตัวเธอเองจะถูกเผาเพราะจิตใจที่ต่ำช้า แทนที่จะมีความเมตตาต่อผู้ประสบภัยและผู้เสียชีวิตเธอกลับคิดชั่วได้เสียของจริง ๆ,1
ชีวิตคงหดหู่ตลอดเวลา,0
ใจทราม,1
ใครได้ไปเป็นเมียละก็ชีวิตคงสุขพิลึก,1
อีสามกีบเลวมาก,1
ดำเนินคดีกับพวกนี้อย่างเด็ดขาดและเร็วที่สุดไม่ให้เป็นเยี่ยงอย่าง,1
ระวังกรรมติดจรวดนะจ้ะ,0
ไม่คิดจะใจทรามได้ขนาดนี้,1
การศึกษา ไม่ได้ช่วย,0
ต่ำตม,1
น่าอายมากๆ,1
ใจทราม,1
ชั่ว,1
จิตใจไม่งามแถมจิตใจสกปรกด้วยโจมตีรัฐบาลอย่างไม่ลืมหูลืมตาทั้งๆที่ตัวเองก็ไม่ได้มีดีสักอย่างคงสวมหัวโขนอยู่เลยคิดว่าตัวเองเก่งเหลือเกินทั้งๆที่ความจริงโง่,0
ขอแสดงความเสียใจ,0
ขอแสดงความเสียใจกับครอบครัวน้อง,0
รักกันช่วยเหลือกันคนไทยทุกๆคน,0
เห็นได้ชัดเลยว่าขาดความยับยั้งชั่งใจขาดสติปัญญา ,0
พวกสามกีบนั้นละ ปลอมเฟสคนอื่น ช่วงนี้กำลังกระหายเงินของพวกสามกีบ จะเอาเงินไปทำม็อบต่อ ครับ,1
ความคิดและจิคใจ สวนทางกับหน้าตาจริงๆ ,1
สวยแต่ใจไม่สวยเลย ,1
ชอบ,0
3 กีบด้อยปัญญา ,1
ความสวยมีไม่มากเท่าไหร่ แต่ความจัญไรทางความคิดนี่มีมากจริงๆ สมองกลวง,1
หน้าตาไม่ได้บอกถึงจิตใจเลย,1
จิตใจมันสกปรก มันก็ตกนรกในใจตัวเองอย่างนั้นแหละ,1
ขอแสดงความไว้อาลัย,0
จิตใจทราม,1
สวยแต่รูป,1
ภูมิใจมากที่เกิดมาเกิบจะเป็นคน55555,0
จิตใจอำมหิต,1
ใจดำพอๆกัน,1
หมกมุ่นมาก,0
ขอให้ทุกคำที่เธอพ่นออกมา ย้อนกลับไปหาเธอ,0
สาธุๆสาธุๆ,0
แล้วที่เวลาสัมภาษณ์จะทำดีมีประโยชน์ต่อชาติบ้านเมืองก็ตอบไปงั้นๆสิ,0
ขอไห้น้องสู่สรวงสวรรค์นะลูกคนเก่งของชาติ,0
มือไม่พายแต่เอาเท้าราน้ำคนแบบนี้เลว,1
ขอให้ผู้ใหญ่ เมตาช่วยเหลื่อเจ้าหน้าที่ทุกท่านที่บาดเจ็บและ เสียชีวิต,0
หน้าสวยใจร้าย,1
หลับให้สบายเทอญ,0
จิตใจต่ำทราม ขอให้ชีวิตคุณตกอับตลอดชีวิต ,1
ตัวดำแล้วจิตใจยังดำกว่าตัวอีก,1
ไม่มีสมองคิด,1
ในยามนี้เราสามารถแยกแยะคนดีคนชั่วใด้มากขึ้นเลื่อยๆ มันชัดเจนจริงๆ,0
ใจงามมากๆ,0
ขอให้สิ่งที่พวกมันทำกับครอบครัว,0
อย่าหาทำกรรมติดจรวด,0
ขอให้เจริญด้วยอายุ วรรณะ สุขพล ประสบความสำเร็จเจริญรุ่งเรื่องในหน้าที่การงานด้วยเทอญ,0
ชั้นต่ำที่ไม่มีทางพ้นจากโคลนต้มของใจตัวเอง,0
ทั้งสวยทั้งเก่งทั้งฉลาดงามทั้งภายนอกเเละภายในจริงๆ,0
ต้องตามจับให้เด็ดขาด กับพวกนี้,0
อีนี้แหละที่ตกต่ำกว่าคนอื่นคงเป็นเพราะนางมีทัศนคติด้านลบอยู่เต็มตัว สวยแต่รูปจูบไม่หอม ,1
สงสารมากค่ะ,0
ใจทรามแห่งปี,1
เกรดต่ำมาก,1
พูดแบบนี้แย่จริง,1
จิตใจที่คิดร้ายมันแสดงออกทางหน้าตา ,1
คนจะงามงามที่ใจใช่ใบหน้า,0
คนจะสวยสวยจรรยาใช่ตาหวาน,0
คนจะแก่แก่ความรู้ใช่อยู่นาน,0
คนจะรวยรวยศิลทานใช่บ้านโต,0
รุ่นเก่าๆนี้เขามีแต่ช่วยสังคมนะ,0
พระเจ้าบอกว่าให้เรารักเพื่อนมนุษย์ด้วยกัน ,0
จิตใจอัปลักษณ์ต่ำตม ,1
สวยมีสมอง,0
ความเห็นทางการเมืองต่างกัน,0
หลักฐานครบ,0
มาตรฐานตกต่ำมากๆ ทั้งหน้าตาและจิตใจ ,1
สุดยอดค่ะ,0
ถ้ามีสมองคงไปทำอาชีพอื่นแล้วค่ะ ,1
คนจิตใจต่ำทราม หากินกับความตาย ของคนสุดยอด,1
ใจทราม ต่ำตม ,1
ขาดคุณธรรม จริยธรรมขั้นรุนแรง,1
เป็นคนไทยที่ใจทรามสุดๆ,1
น่าไปอยุ่ประเทศอื่นนะ,0
เราคนไทยจะโกรธ จะเกลียดยังงัย ก็ไม่ถึงขนาดจะเอาไปเผากันให้ตาย ให้รับกรรมไปตามที่แต่ละคนทำมา ,0
ไฟนรกจะเผาตัวเธอมากกว่า,1
คิดได้ไงจิตใจเธอยังเป็นคนรึเปล่า,1
จิตใจทำด้วยอะไรกัน,0
ใจต้องเลวทรามจริง,1
พูดจาจิคใจเป็นคนเมตตาหวาน แต่เนื้อแท้สันดานออกมาให้เห็น,1
ชั่ว,1
ใบหน้างามไม่น่าใจดำเลย,1
จิตใจต่ำมาก,1
ไม่ต้องขอบคุณนะ เราใจบุญ ,0
ไม่ชั่วจริง ไม่เลวจริง เป็น 3 กีบ ไม่ได้หรอกนะ ,1
หลงตัวเองจนกลายเป็นปีศาจ,1
เป็นคนที่มีสมองมีสามัญสำนึกสักนิด ,0
น่าสงสัย,1
หน้าตาก็ไม่ได้ขี้เหล่นะ แต่พอได้ทราบแนวคิดที่แสดงออกมาเราว่าน่ารังเกลียด,1
แทนที่จะสามัคคี,0
จิตสำนึกไปอยู่ที่ไหน,0
คนทุกวันนี้มันไม่รู้จักเลยว่าอะไรถูก อะไรผิด อะไรควร อะไรไม่ควร อะไรสูง อะไรต่ำ,0
คนระยำ,1
ระยำ,1
ไม่รู้ที่ต่ำที่สูง,1
พวกจิตวิตถารทำได้ทุกอย่าง,1
การลบหลู่ ไม่ควรจะทำ แม้คุณไม่ถือก็ตาม นึกถึงใจเขาใจเราหลักการการอยู่ร่วมกันของสังคมมนุษย์,0
ต่างอะไรกับการเอาศาสนามาล้อเลียน,0
จงเตรียมตัวเตรียมใจ น้อมรับผลกรรม ที่จะได้รับเถิด,0
การรู้ว่าอะไรควรไม่ควรนั้น คนโบราณท่านไม่เคยมีปัญหากับเรืองแบบนี้,0
กรรมอยู่ที่จิตเจตนา,0
โลกร้อนวุ่นวายทุกวันนี้เพราะพวกที่จิตเป็นเปรตอสูรกาย,1
กรรมใดใครก่อ กรรมนั้นย่อมตามสนองคนนั้น,0
เลือกเองแล้วสินะ ตั้งใจ มีเจตนา มีความคิด ลงมือกระทำ และเจตนาเผยแพร่เพื่อลบหลู่ ,0
จิตใจที่ต่ำทรามย่อมแสดงอออกมาด้วยความต่ำทราม ขอให้พบแต่ความวิบัติฉิบหาย ความทุกข์ยากเร่าร้อนจงแผดเผาทุกเวลา,1
แผนทำลายรากเหง้าและสามสถาบันหลักมีอยู่จริงใช่ไหมครับ,1
พ่อแม่ไม่รู้สึกอะไรเลย เน้นแต่หาเงิน,0
อ้างเรื่องเสรีภาพ ทั้งที่ยังไม่แตกฉานมากพอที่จะเคารพความเชื่อของผู้อื่น,0
ไม่รู้จะสรรหาคำมาพูดกับการกระทำอันไร้ซึ่งขอบเขต แค่อยากได้ยอดวิวเนี่ยนะ,0
กรรมเกิดที่การกระทำ แล้วเจ้าจะได้กรรมนั้นทันที,0
เวรกรรม ไม่รู้จักที่ต่ำที่สูง นี่หละที่โบราณเขาว่า สำเนียงส่อภาษา กิริยาส่อสกุล,0
ผมสงสารคนๆนี้จริงๆ,0
กล้าทำ ต้องกล้ารับ,0
คุณจะพูดอะไรก็ได้ ,0
แต่นรกรออยู่แน่นอน,0
กรรม,0
อยากเห็นแฟชั่นใหม่ ที่ใช้ปัญญาคิดเอง ไม่ไปแต่งกายเลียนแบบ เครื่องแบบของผู้อื่น,0
เดี๋ยวการทำอะไรเกินพอดี อาจจะสร้างกระแสได้ แค่ขอโทษ ร้องไห้ รู้เท่าไม่ถึงการณ์รอสักพักก็เงียบ ,0
สักวันเขาจะรู้จัก นรกทั้งเป็นเอง,0
การดูถูกความเชื่อ เอาความเชื่อของคนอื่นมาล้อเล่น ผู้เจริญเค้าไม่ทำกันครับ,0
กรรมทำแล้วมีผล,0
นังผีนรก เตรียมตัวไว้นะ,1
ก้าวข้ามคำว่าพอดี ถ้าเข้าใจในหลักคำสอนจริงคงไม่เป็นอย่างที่เป็นอยู่นะ,0
นี้แหละเขาเรียกว่าชัง ชาติ ศาสนา พระมหากษัตริย์ของแท้ของจริง,0
ขอไม่พูดถึงเรื่องศาสนานะครับ เอาแค่เรื่องความคิดสร้างสรรค์พอ,0
ยุคนี้คือยุคเสื่อมทางความคิดสร้างสรรค์แล้วจริงๆสินะ,0
ถึงขนาดเอาศิลปะเก่าเอาภาพสมัยเก่ามาทำซ้ำ แสดงถึงความอับจนทางการสร้างสรรค์โดยแท้,0
คิดว่าสวยหรอ,0
สมองมีให้คิดทุกคนแหละครับ,0
ความคิดและการกระทำช่างต่ำตม ถ้าไม่มีความคิดอะไรดีๆมาอวดก็อยู่เฉยๆซะไม่สมควรวิ่งหานรกนะ,1
ผมไม่เคยทำให้พระพุทธศาสนา มัวหมองเลยจริงๆ,0
การกระของเธอมันสะท้อนความไม่มีปัญญาของตัวเธอเองไปแล้ว,0
อยากดัง ยอดวิว แค่นั้น ,0
หิวแสง หิวนรก,1
มันคงไม่ได้นับถือพุทธศาสนา,0
ขอให้ผลกรรมนี้จงตอบสนอง กับโคตรเหง้าวงตระกูลโดยเร็ว,0
พวกนี้เล่นอะไรไม่รู้เรื่องจริงๆ หนักขั้นสุด,0
ไม่มีอะไรจะเล่นแล้วหรือไง,0
ผลแห่งกรรมนั้นมีจริง,0
ก็เตรียมรับผลกรรมไปด้วย,0
ทุกวันนี้ความคิดของคนเราเริ่มวิตปริตต่ำตมลงเรื่อยๆ,1
เธอจะชังให้หมดเลยเหรอ ทั้งชาติ ศาสนา และพระมหากษัตริย์,1
อีกไม่นานชีวิตนางคนนี้จะมีอันเป็นไปในทางร้ายกับตนเอง,1
กำลังเล่นอยู่กับนรกนะจะบอกให้ เล่นไม่รู้จักที่ต่ำที่สูง,1
อันนี้คือใช้อิสระในการแสดงออกในทางที่ผิด ,0
ก่อนลงนรก ชีวิตต่อไปนี้คงวิบัติ ทำไรก็ไม่ขึ้นเตรียมใจไว้ได้เลย กรรมเกิดจาการกระทำ ถ้าไม่ทำคงไม่ต้องมีกรรม,0
สมองมี แต่คงคิดไม่ได้ ว่าสิ่งใดควรสิ่งใดไม่ควร ,0
จิตใจต่ำขนาดนี้เลยหรือ ไม่เห็นโลงศพไม่หลั่งน้ำตา จำไว้,1
รู้ว่าวันข้างหน้าจะเจออะไรบ้าง เธอต้องรับมันให้ได้,0
เธอเคยให้วพระบ้างหรือป่าว,0
เมิงอาจจะคิดว่าเมิงมีสิทธิ์แหกกรอบ แต่เมิงก็เตรียมรับผลด้วยแล้วกันนะ สังคมเค้าไม่ยอมเมิงหรอก,1
ไม่เข้าใจว่าสมองของเธอมีลักษณะเป็นเช่นไรถึงได้กล้าทำได้เยี่ยงนี้,0
สมองคุณคิดงานไม่ออกถึงคิดออกก็ไม่มีใครสนใจ เลยดึงของสูงมาเล่นซะมีคนสนใจแน่,0
